latitude,longitude,NAME,STATUS
1.3402610465757183,103.85439575904684,Toa Payoh Lorong 8 Blk 210,Existing
1.2800048011364626,103.82601329649792,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),Existing
1.3069001323584224,103.80036727142618,Commonwealth Crescent Market,Existing
1.3133196935787612,103.76451719252248,Clementi Ave 3 Blk 448,Existing
1.316736349282815,103.89822788513564,Geylang Serai Market,Existing
1.2868829730421196,103.8081312742836,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),Existing
1.3057297360038187,103.91573703509026,Marine Terrace Blk 50A (50A Marine Terrace),Existing
1.2847855982150984,103.83218154655142,Tiong Bahru Market,Existing
1.3626541076693122,103.85528829790344,Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),Existing
1.3162405292821695,103.80563670047232,Empress Road Blk 7 (Empress Road Market and Food Centre),Existing
1.303141753061011,103.863877615715,Golden Mile Food Centre,Existing
1.3971847191918951,103.74592160246588,Yew Tee Hawker Centre,Under Construction
1.321463110363858,103.87000501449864,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),Existing
1.3496572915944292,103.7184436782123,Jurong West Street 52 Blk 505,Existing
1.2932362444197107,103.80290387146336,Mei Chin Road Blk 159 (Mei Chin Road Market),Existing
1.3671965379048148,103.8400222235967,Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre),Existing
1.3094178879625105,103.9018254078894,Dunman Food Centre,Existing
1.3109966321422568,103.78823030670418,Ghim Moh Road Blk 20,Existing
1.3745277374668692,103.83917606128082,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),Existing
1.311906957199933,103.7591280191558,West Coast Drive Blk 502 (Ayer Rajah Market),Existing
1.3775974234205033,103.7724915268977,Bukit Panjang Hawker Centre,Existing (new)
1.2888308915646167,103.8273538919747,Beo Crescent Market,Existing
1.2879705166198658,103.8296234138997,Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Existing
1.335382613078359,103.85700370906184,Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre),Existing
1.3453734735523084,103.94462942285357,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),Existing
1.366800962194856,103.83915227449918,Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre),Existing
1.2822749608841026,103.84323851850743,Smith Street Blk 335 (Chinatown Complex Market),Existing
1.3829816322433666,103.89272100789816,Buangkok Hawker Centre,Existing (new)
1.3170350238501258,103.87930985514092,Sims Place Blk 49 (Sims Vista Market and Food Centre),Existing
1.3270627418405785,103.93321797031916,Bedok North Street 1 Blk 216,Existing
1.31191552039223,103.83956972873328,Newton Food Centre,Existing
1.3118030896284905,103.75975140548066,West Coast Drive Blk 503 (Ayer Rajah Food Centre),Existing
1.332067277142344,103.92462131526736,Bedok North Street 3 Blk 538,Existing
1.373472520364779,103.9515713425152,Pasir Ris Central Hawker Centre,Existing (new)
1.3809876170167132,103.8406280871954,Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market),Existing
1.3241598522323794,103.81416592401632,Adam Road Food Centre,Existing
1.307343983274556,103.88401769942448,Kallang Estate Fresh Market and Food Centre,Existing
1.4314477516178066,103.82853767194467,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),Existing
1.3434881852952274,103.73773841154456,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),Existing
1.284858608203884,103.84257877119592,New Market Road Blk 32 (People's Park Food Centre),Existing
1.2733559939051546,103.80761812956985,Telok Blangah Drive Blk 79 (Telok Blangah Food Centre),Existing
1.4335431810333386,103.7798818923625,Marsiling Mall Hawker Centre,Existing (replacement)
1.3081177997946856,103.7927737690562,Holland Drive Blk 44 (Holland Drive Market and Food Centre),Existing
1.305634336272546,103.86390933661885,North Bridge Road Market,Existing
1.3384746963913283,103.84951344899092,Toa Payoh Lorong 4 Blk 93,Existing
1.3110729744341822,103.79487641992756,Holland Village Market and Food Centre,Existing
1.3891516483342807,103.98824524769368,Changi Village Blk 2 and 3,Existing
1.3150284150824152,103.87162041651013,Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre),Existing
1.3332199326945382,103.93058152248236,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),Existing
1.2738907675844822,103.80790033728778,Telok Blangah Drive Blk 82 (Telok Blangah Market),Existing
1.3721725853422009,103.84651030979788,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),Existing
1.3642325250966991,103.86652701707575,Chomp Chomp Food Centre,Existing
1.2863059431906378,103.8044926373283,Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Existing
1.3061866381546818,103.8505855697116,Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),Existing
1.3381035143692974,103.84473272633905,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),Existing
1.3265970669755378,103.88505228554148,Circuit Road Blk 79/79A,Existing
